序号	Emoji	建议分类	展示方式	主网格代表	原始界面位置	图片文件	图片存在	CodePoint	Unicode分组	Unicode子组	Unicode状态	中文名	英文名
2976	🔊	物体	主网格	🔊	Emoji·符号与旗帜 / 第 61 行	1f50a.png	是	U+1F50A	Objects	sound	fully-qualified	高音量的扬声器	SPEAKER WITH THREE SOUND WAVES
2977	📢	物体	主网格	📢	Emoji·符号与旗帜 / 第 59 行	1f4e2.png	是	U+1F4E2	Objects	sound	fully-qualified	喇叭	PUBLIC ADDRESS LOUDSPEAKER
2978	📣	物体	主网格	📣	Emoji·旅行与物品 / 第 2 行	1f4e3.png	是	U+1F4E3	Objects	sound	fully-qualified	扩音器	CHEERING MEGAPHONE
2979	📯	物体	主网格	📯	Emoji·符号与旗帜 / 第 60 行	1f4ef.png	是	U+1F4EF	Objects	sound	fully-qualified	邮号	POSTAL HORN
2980	🔔	物体	主网格	🔔	Emoji·符号与旗帜 / 第 61 行	1f514.png	是	U+1F514	Objects	sound	fully-qualified	铃铛	BELL
2981	🔕	物体	主网格	🔕	Emoji·符号与旗帜 / 第 61 行	1f515.png	是	U+1F515	Objects	sound	fully-qualified	禁止响铃	BELL WITH CANCELLATION STROKE
2982	🎼	物体	主网格	🎼	Emoji·食物与活动 / 第 11 行	1f3bc.png	是	U+1F3BC	Objects	music	fully-qualified	乐谱	MUSICAL SCORE
2983	🎵	物体	主网格	🎵	Emoji·食物与活动 / 第 11 行	1f3b5.png	是	U+1F3B5	Objects	music	fully-qualified	音符	MUSICAL NOTE
2984	🎶	物体	主网格	🎶	Emoji·食物与活动 / 第 11 行	1f3b6.png	是	U+1F3B6	Objects	music	fully-qualified	多个音符	MULTIPLE MUSICAL NOTES
2985	🎙️	物体	主网格	🎙️	Emoji·旅行与物品 / 设备与工具	1f399.png	是	U+1F399 U+FE0F	Objects	music	fully-qualified	录音室麦克风	STUDIO MICROPHONE
2986	🎙	物体	呈现别名（不重复显示）	🎙️	Emoji·旅行与物品 / 第 3 行	1f399.png	是	U+1F399	Objects	music	unqualified	录音室麦克风	STUDIO MICROPHONE
2987	🎚️	物体	主网格	🎚️	Emoji·符号与旗帜 / 第 37 行	1f39a.png	是	U+1F39A U+FE0F	Objects	music	fully-qualified	电平滑块	LEVEL SLIDER
2988	🎚	物体	呈现别名（不重复显示）	🎚️	Emoji·符号与旗帜 / 第 85 行	1f39a.png	是	U+1F39A	Objects	music	unqualified	电平滑块	LEVEL SLIDER
2989	🎛️	物体	主网格	🎛️	Emoji·符号与旗帜 / 第 37 行	1f39b.png	是	U+1F39B U+FE0F	Objects	music	fully-qualified	控制旋钮	CONTROL KNOBS
2990	🎛	物体	呈现别名（不重复显示）	🎛️	Emoji·符号与旗帜 / 第 85 行	1f39b.png	是	U+1F39B	Objects	music	unqualified	控制旋钮	CONTROL KNOBS
2991	🎤	物体	主网格	🎤	Emoji·旅行与物品 / 设备与工具	1f3a4.png	是	U+1F3A4	Objects	music	fully-qualified	麦克风	MICROPHONE
2992	🎧	物体	主网格	🎧	Emoji·旅行与物品 / 设备与工具	1f3a7.png	是	U+1F3A7	Objects	music	fully-qualified	耳机	HEADPHONE
2993	📻	物体	主网格	📻	Emoji·旅行与物品 / 第 7 行	1f4fb.png	是	U+1F4FB	Objects	music	fully-qualified	收音机	RADIO
2994	🎷	物体	主网格	🎷	Emoji·旅行与物品 / 第 2 行	1f3b7.png	是	U+1F3B7	Objects	musical-instrument	fully-qualified	萨克斯管	SAXOPHONE
2995	🎺	物体	主网格	🎺	Emoji·符号与旗帜 / 第 52 行	1f3ba.png	是	U+1F3BA	Objects	musical-instrument	fully-qualified	小号	TRUMPET
2996	🪊	物体	主网格	🪊	Emoji·符号与旗帜 / 第 88 行	1fa8a.png	是	U+1FA8A	Objects	musical-instrument	fully-qualified	长号	U+1FA8A
2997	🪗	物体	主网格	🪗	Emoji·符号与旗帜 / 第 77 行	1fa97.png	是	U+1FA97	Objects	musical-instrument	fully-qualified	手风琴	ACCORDION
2998	🎸	物体	主网格	🎸	Emoji·符号与旗帜 / 第 52 行	1f3b8.png	是	U+1F3B8	Objects	musical-instrument	fully-qualified	吉他	GUITAR
2999	🎹	物体	主网格	🎹	Emoji·动物与自然 / 第 4 行	1f3b9.png	是	U+1F3B9	Objects	musical-instrument	fully-qualified	音乐键盘	MUSICAL KEYBOARD
3000	🎻	物体	主网格	🎻	Emoji·符号与旗帜 / 第 52 行	1f3bb.png	是	U+1F3BB	Objects	musical-instrument	fully-qualified	小提琴	VIOLIN
3001	🪕	物体	主网格	🪕	Emoji·符号与旗帜 / 第 77 行	1fa95.png	是	U+1FA95	Objects	musical-instrument	fully-qualified	班卓琴	BANJO
3002	🥁	物体	主网格	🥁	Emoji·符号与旗帜 / 第 68 行	1f941.png	是	U+1F941	Objects	musical-instrument	fully-qualified	鼓	DRUM WITH DRUMSTICKS
3003	🪘	物体	主网格	🪘	Emoji·符号与旗帜 / 第 77 行	1fa98.png	是	U+1FA98	Objects	musical-instrument	fully-qualified	长鼓	LONG DRUM
3004	🪇	物体	主网格	🪇	Emoji·符号与旗帜 / 第 88 行	1fa87.png	是	U+1FA87	Objects	musical-instrument	fully-qualified	沙球	MARACAS
3005	🪈	物体	主网格	🪈	Emoji·符号与旗帜 / 第 88 行	1fa88.png	是	U+1FA88	Objects	musical-instrument	fully-qualified	长笛	FLUTE
3006	🪉	物体	主网格	🪉	Emoji·符号与旗帜 / 第 88 行	1fa89.png	是	U+1FA89	Objects	musical-instrument	fully-qualified	竖琴	U+1FA89
3007	📱	物体	主网格	📱	Emoji·旅行与物品 / 第 2 行	1f4f1.png	是	U+1F4F1	Objects	phone	fully-qualified	手机	MOBILE PHONE
3008	📲	物体	主网格	📲	Emoji·旅行与物品 / 第 2 行	1f4f2.png	是	U+1F4F2	Objects	phone	fully-qualified	带有箭头的手机	MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT
3009	☎️	物体	主网格	☎️	Emoji·旅行与物品 / 设备与工具	260e.png	是	U+260E U+FE0F	Objects	phone	fully-qualified	电话	BLACK TELEPHONE
3010	☎	物体	呈现别名（不重复显示）	☎️	Emoji·旅行与物品 / 第 3 行	260e.png	是	U+260E	Objects	phone	unqualified	电话	BLACK TELEPHONE
3011	📞	物体	主网格	📞	Emoji·旅行与物品 / 第 2 行	1f4de.png	是	U+1F4DE	Objects	phone	fully-qualified	电话听筒	TELEPHONE RECEIVER
3012	📟	物体	主网格	📟	Emoji·符号与旗帜 / 第 59 行	1f4df.png	是	U+1F4DF	Objects	phone	fully-qualified	寻呼机	PAGER
3013	📠	物体	主网格	📠	Emoji·符号与旗帜 / 第 59 行	1f4e0.png	是	U+1F4E0	Objects	phone	fully-qualified	传真机	FAX MACHINE
3014	🔋	物体	主网格	🔋	Emoji·旅行与物品 / 第 7 行	1f50b.png	是	U+1F50B	Objects	computer	fully-qualified	电池	BATTERY
3015	🪫	物体	主网格	🪫	Emoji·旅行与物品 / 第 9 行	1faab.png	是	U+1FAAB	Objects	computer	fully-qualified	电池电量不足	LOW BATTERY
3016	🔌	物体	主网格	🔌	Emoji·符号与旗帜 / 第 61 行	1f50c.png	是	U+1F50C	Objects	computer	fully-qualified	电源插头	ELECTRIC PLUG
3017	💻	物体	主网格	💻	Emoji·表情与人物 / 第 20 行	1f4bb.png	是	U+1F4BB	Objects	computer	fully-qualified	笔记本电脑	PERSONAL COMPUTER
3018	🖥️	物体	主网格	🖥️	Emoji·旅行与物品 / 设备与工具	1f5a5.png	是	U+1F5A5 U+FE0F	Objects	computer	fully-qualified	台式电脑	DESKTOP COMPUTER
3019	🖥	物体	呈现别名（不重复显示）	🖥️	Emoji·旅行与物品 / 第 3 行	1f5a5.png	是	U+1F5A5	Objects	computer	unqualified	台式电脑	DESKTOP COMPUTER
3020	🖨️	物体	主网格	🖨️	Emoji·旅行与物品 / 设备与工具	1f5a8.png	是	U+1F5A8 U+FE0F	Objects	computer	fully-qualified	打印机	PRINTER
3021	🖨	物体	呈现别名（不重复显示）	🖨️	Emoji·旅行与物品 / 第 3 行	1f5a8.png	是	U+1F5A8	Objects	computer	unqualified	打印机	PRINTER
3022	⌨️	物体	主网格	⌨️	Emoji·动物与自然 / 自然与其他	2328.png	是	U+2328 U+FE0F	Objects	computer	fully-qualified	键盘	KEYBOARD
3023	⌨	物体	呈现别名（不重复显示）	⌨️	Emoji·动物与自然 / 第 7 行	2328.png	是	U+2328	Objects	computer	unqualified	键盘	KEYBOARD
3024	🖱️	物体	主网格	🖱️	Emoji·动物与自然 / 自然与其他	1f5b1.png	是	U+1F5B1 U+FE0F	Objects	computer	fully-qualified	电脑鼠标	THREE BUTTON MOUSE
3025	🖱	物体	呈现别名（不重复显示）	🖱️	Emoji·动物与自然 / 第 7 行	1f5b1.png	是	U+1F5B1	Objects	computer	unqualified	电脑鼠标	THREE BUTTON MOUSE
3026	🖲️	物体	主网格	🖲️	Emoji·食物与活动 / 活动与娱乐	1f5b2.png	是	U+1F5B2 U+FE0F	Objects	computer	fully-qualified	轨迹球	TRACKBALL
3027	🖲	物体	呈现别名（不重复显示）	🖲️	Emoji·食物与活动 / 第 13 行	1f5b2.png	是	U+1F5B2	Objects	computer	unqualified	轨迹球	TRACKBALL
3028	💽	物体	主网格	💽	Emoji·符号与旗帜 / 第 58 行	1f4bd.png	是	U+1F4BD	Objects	computer	fully-qualified	电脑光盘	MINIDISC
3029	💾	物体	主网格	💾	Emoji·符号与旗帜 / 第 58 行	1f4be.png	是	U+1F4BE	Objects	computer	fully-qualified	软盘	FLOPPY DISK
3030	💿	物体	主网格	💿	Emoji·符号与旗帜 / 第 58 行	1f4bf.png	是	U+1F4BF	Objects	computer	fully-qualified	光盘	OPTICAL DISC
3031	📀	物体	主网格	📀	Emoji·符号与旗帜 / 第 58 行	1f4c0.png	是	U+1F4C0	Objects	computer	fully-qualified	DVD	DVD
3032	🧮	物体	主网格	🧮	Emoji·符号与旗帜 / 第 74 行	1f9ee.png	是	U+1F9EE	Objects	computer	fully-qualified	算盘	ABACUS
3033	🎥	物体	主网格	🎥	Emoji·旅行与物品 / 设备与工具	1f3a5.png	是	U+1F3A5	Objects	light & video	fully-qualified	电影摄影机	MOVIE CAMERA
3034	🎞️	物体	主网格	🎞️	Emoji·符号与旗帜 / 第 37 行	1f39e.png	是	U+1F39E U+FE0F	Objects	light & video	fully-qualified	影片帧	FILM FRAMES
3035	🎞	物体	呈现别名（不重复显示）	🎞️	Emoji·符号与旗帜 / 第 85 行	1f39e.png	是	U+1F39E	Objects	light & video	unqualified	影片帧	FILM FRAMES
3036	📽️	物体	主网格	📽️	Emoji·符号与旗帜 / 第 38 行	1f4fd.png	是	U+1F4FD U+FE0F	Objects	light & video	fully-qualified	电影放映机	FILM PROJECTOR
3037	📽	物体	呈现别名（不重复显示）	📽️	Emoji·符号与旗帜 / 第 86 行	1f4fd.png	是	U+1F4FD	Objects	light & video	unqualified	电影放映机	FILM PROJECTOR
3038	🎬	物体	主网格	🎬	Emoji·动物与自然 / 第 4 行	1f3ac.png	是	U+1F3AC	Objects	light & video	fully-qualified	场记板	CLAPPER BOARD
3039	📺	物体	主网格	📺	Emoji·旅行与物品 / 第 2 行	1f4fa.png	是	U+1F4FA	Objects	light & video	fully-qualified	电视机	TELEVISION
3040	📷	物体	主网格	📷	Emoji·旅行与物品 / 第 2 行	1f4f7.png	是	U+1F4F7	Objects	light & video	fully-qualified	相机	CAMERA
3041	📸	物体	主网格	📸	Emoji·旅行与物品 / 第 2 行	1f4f8.png	是	U+1F4F8	Objects	light & video	fully-qualified	开闪光灯的相机	CAMERA WITH FLASH
3042	📹	物体	主网格	📹	Emoji·旅行与物品 / 第 2 行	1f4f9.png	是	U+1F4F9	Objects	light & video	fully-qualified	摄像机	VIDEO CAMERA
3043	📼	物体	主网格	📼	Emoji·符号与旗帜 / 第 60 行	1f4fc.png	是	U+1F4FC	Objects	light & video	fully-qualified	录像带	VIDEOCASSETTE
3044	🔍	物体	主网格	🔍	Emoji·符号与旗帜 / 第 61 行	1f50d.png	是	U+1F50D	Objects	light & video	fully-qualified	左斜的放大镜	LEFT-POINTING MAGNIFYING GLASS
3045	🔎	物体	主网格	🔎	Emoji·符号与旗帜 / 第 61 行	1f50e.png	是	U+1F50E	Objects	light & video	fully-qualified	右斜的放大镜	RIGHT-POINTING MAGNIFYING GLASS
3046	🕯️	物体	主网格	🕯️	Emoji·符号与旗帜 / 第 38 行	1f56f.png	是	U+1F56F U+FE0F	Objects	light & video	fully-qualified	蜡烛	CANDLE
3047	🕯	物体	呈现别名（不重复显示）	🕯️	Emoji·符号与旗帜 / 第 86 行	1f56f.png	是	U+1F56F	Objects	light & video	unqualified	蜡烛	CANDLE
3048	💡	物体	主网格	💡	Emoji·旅行与物品 / 第 2 行	1f4a1.png	是	U+1F4A1	Objects	light & video	fully-qualified	灯泡	ELECTRIC LIGHT BULB
3049	🔦	物体	主网格	🔦	Emoji·符号与旗帜 / 第 62 行	1f526.png	是	U+1F526	Objects	light & video	fully-qualified	手电筒	ELECTRIC TORCH
3050	🏮	物体	主网格	🏮	Emoji·动物与自然 / 动物·昆虫与爬行	1f3ee.png	是	U+1F3EE	Objects	light & video	fully-qualified	红灯笼	IZAKAYA LANTERN
3051	🪔	物体	主网格	🪔	Emoji·符号与旗帜 / 第 77 行	1fa94.png	是	U+1FA94	Objects	light & video	fully-qualified	印度油灯	DIYA LAMP
3052	📔	物体	主网格	📔	Emoji·旅行与物品 / 第 18 行	1f4d4.png	是	U+1F4D4	Objects	book-paper	fully-qualified	精装笔记本	NOTEBOOK WITH DECORATIVE COVER
3053	📕	物体	主网格	📕	Emoji·旅行与物品 / 第 18 行	1f4d5.png	是	U+1F4D5	Objects	book-paper	fully-qualified	合上的书本	CLOSED BOOK
3054	📖	物体	主网格	📖	Emoji·旅行与物品 / 第 18 行	1f4d6.png	是	U+1F4D6	Objects	book-paper	fully-qualified	打开的书本	OPEN BOOK
3055	📗	物体	主网格	📗	Emoji·旅行与物品 / 第 18 行	1f4d7.png	是	U+1F4D7	Objects	book-paper	fully-qualified	绿色书本	GREEN BOOK
3056	📘	物体	主网格	📘	Emoji·旅行与物品 / 第 18 行	1f4d8.png	是	U+1F4D8	Objects	book-paper	fully-qualified	蓝色书本	BLUE BOOK
3057	📙	物体	主网格	📙	Emoji·食物与活动 / 第 4 行	1f4d9.png	是	U+1F4D9	Objects	book-paper	fully-qualified	橙色书本	ORANGE BOOK
3058	📚	物体	主网格	📚	Emoji·旅行与物品 / 第 18 行	1f4da.png	是	U+1F4DA	Objects	book-paper	fully-qualified	书	BOOKS
3059	📓	物体	主网格	📓	Emoji·旅行与物品 / 第 18 行	1f4d3.png	是	U+1F4D3	Objects	book-paper	fully-qualified	笔记本	NOTEBOOK
3060	📒	物体	主网格	📒	Emoji·符号与旗帜 / 第 59 行	1f4d2.png	是	U+1F4D2	Objects	book-paper	fully-qualified	账本	LEDGER
3061	📃	物体	主网格	📃	Emoji·符号与旗帜 / 第 58 行	1f4c3.png	是	U+1F4C3	Objects	book-paper	fully-qualified	带卷边的页面	PAGE WITH CURL
3062	📜	物体	主网格	📜	Emoji·符号与旗帜 / 第 59 行	1f4dc.png	是	U+1F4DC	Objects	book-paper	fully-qualified	卷轴	SCROLL
3063	📄	物体	主网格	📄	Emoji·符号与旗帜 / 第 58 行	1f4c4.png	是	U+1F4C4	Objects	book-paper	fully-qualified	文件	PAGE FACING UP
3064	📰	物体	主网格	📰	Emoji·旅行与物品 / 第 7 行	1f4f0.png	是	U+1F4F0	Objects	book-paper	fully-qualified	报纸	NEWSPAPER
3065	🗞️	物体	主网格	🗞️	Emoji·旅行与物品 / 第 5 行	1f5de.png	是	U+1F5DE U+FE0F	Objects	book-paper	fully-qualified	报纸卷	ROLLED-UP NEWSPAPER
3066	🗞	物体	呈现别名（不重复显示）	🗞️	Emoji·旅行与物品 / 第 9 行	1f5de.png	是	U+1F5DE	Objects	book-paper	unqualified	报纸卷	ROLLED-UP NEWSPAPER
3067	📑	物体	主网格	📑	Emoji·旅行与物品 / 第 18 行	1f4d1.png	是	U+1F4D1	Objects	book-paper	fully-qualified	标签页	BOOKMARK TABS
3068	🔖	物体	主网格	🔖	Emoji·旅行与物品 / 第 19 行	1f516.png	是	U+1F516	Objects	book-paper	fully-qualified	书签	BOOKMARK
3069	🏷️	物体	主网格	🏷️	Emoji·符号与旗帜 / 第 38 行	1f3f7.png	是	U+1F3F7 U+FE0F	Objects	book-paper	fully-qualified	标签	LABEL
3070	🏷	物体	呈现别名（不重复显示）	🏷️	Emoji·符号与旗帜 / 第 85 行	1f3f7.png	是	U+1F3F7	Objects	book-paper	unqualified	标签	LABEL
3071	🪙	物体	主网格	🪙	Emoji·符号与旗帜 / 第 77 行	1fa99.png	是	U+1FA99	Objects	money	fully-qualified	硬币	COIN
3072	💰	物体	主网格	💰	Emoji·符号与旗帜 / 第 57 行	1f4b0.png	是	U+1F4B0	Objects	money	fully-qualified	钱袋	MONEY BAG
3073	🪎	物体	主网格	🪎	Emoji·符号与旗帜 / 第 88 行	1fa8e.png	是	U+1FA8E	Objects	money	fully-qualified	宝箱	U+1FA8E
3074	💴	物体	主网格	💴	Emoji·旅行与物品 / 第 6 行	1f4b4.png	是	U+1F4B4	Objects	money	fully-qualified	日元	BANKNOTE WITH YEN SIGN
3075	💵	物体	主网格	💵	Emoji·旅行与物品 / 第 6 行	1f4b5.png	是	U+1F4B5	Objects	money	fully-qualified	美元	BANKNOTE WITH DOLLAR SIGN
3076	💶	物体	主网格	💶	Emoji·旅行与物品 / 第 6 行	1f4b6.png	是	U+1F4B6	Objects	money	fully-qualified	欧元	BANKNOTE WITH EURO SIGN
3077	💷	物体	主网格	💷	Emoji·旅行与物品 / 第 7 行	1f4b7.png	是	U+1F4B7	Objects	money	fully-qualified	英镑	BANKNOTE WITH POUND SIGN
3078	💸	物体	主网格	💸	Emoji·符号与旗帜 / 第 57 行	1f4b8.png	是	U+1F4B8	Objects	money	fully-qualified	长翅膀的钱	MONEY WITH WINGS
3079	💳	物体	主网格	💳	Emoji·旅行与物品 / 第 11 行	1f4b3.png	是	U+1F4B3	Objects	money	fully-qualified	信用卡	CREDIT CARD
3080	🧾	物体	主网格	🧾	Emoji·符号与旗帜 / 第 75 行	1f9fe.png	是	U+1F9FE	Objects	money	fully-qualified	收据	RECEIPT
3081	💹	物体	主网格	💹	Emoji·食物与活动 / 第 3 行	1f4b9.png	是	U+1F4B9	Objects	money	fully-qualified	趋势向上且带有日元符号的图表	CHART WITH UPWARDS TREND AND YEN SIGN
3082	✉️	物体	主网格	✉️	Emoji·符号与旗帜 / 第 36 行	2709.png	是	U+2709 U+FE0F	Objects	mail	fully-qualified	信封	ENVELOPE
3083	✉	物体	呈现别名（不重复显示）	✉️	Emoji·符号与旗帜 / 第 83 行	2709.png	是	U+2709	Objects	mail	unqualified	信封	ENVELOPE
3084	📧	物体	主网格	📧	Emoji·符号与旗帜 / 第 60 行	1f4e7.png	是	U+1F4E7	Objects	mail	fully-qualified	电子邮件	E-MAIL SYMBOL
3085	📨	物体	主网格	📨	Emoji·符号与旗帜 / 第 60 行	1f4e8.png	是	U+1F4E8	Objects	mail	fully-qualified	来信	INCOMING ENVELOPE
3086	📩	物体	主网格	📩	Emoji·符号与旗帜 / 第 97 行	1f4e9.png	是	U+1F4E9	Objects	mail	fully-qualified	收邮件	ENVELOPE WITH DOWNWARDS ARROW ABOVE
3087	📤	物体	主网格	📤	Emoji·符号与旗帜 / 第 59 行	1f4e4.png	是	U+1F4E4	Objects	mail	fully-qualified	发件箱	OUTBOX TRAY
3088	📥	物体	主网格	📥	Emoji·符号与旗帜 / 第 59 行	1f4e5.png	是	U+1F4E5	Objects	mail	fully-qualified	收件箱	INBOX TRAY
3089	📦	物体	主网格	📦	Emoji·符号与旗帜 / 第 59 行	1f4e6.png	是	U+1F4E6	Objects	mail	fully-qualified	包裹	PACKAGE
3090	📫	物体	主网格	📫	Emoji·符号与旗帜 / 第 25 行	1f4eb.png	是	U+1F4EB	Objects	mail	fully-qualified	有待收信件	CLOSED MAILBOX WITH RAISED FLAG
3091	📪	物体	主网格	📪	Emoji·符号与旗帜 / 第 25 行	1f4ea.png	是	U+1F4EA	Objects	mail	fully-qualified	无待收信件	CLOSED MAILBOX WITH LOWERED FLAG
3092	📬	物体	主网格	📬	Emoji·符号与旗帜 / 第 25 行	1f4ec.png	是	U+1F4EC	Objects	mail	fully-qualified	有新信件	OPEN MAILBOX WITH RAISED FLAG
3093	📭	物体	主网格	📭	Emoji·符号与旗帜 / 第 25 行	1f4ed.png	是	U+1F4ED	Objects	mail	fully-qualified	无新信件	OPEN MAILBOX WITH LOWERED FLAG
3094	📮	物体	主网格	📮	Emoji·符号与旗帜 / 第 60 行	1f4ee.png	是	U+1F4EE	Objects	mail	fully-qualified	邮筒	POSTBOX
3095	🗳️	物体	主网格	🗳️	Emoji·食物与活动 / 活动与娱乐	1f5f3.png	是	U+1F5F3 U+FE0F	Objects	mail	fully-qualified	投票箱	BALLOT BOX WITH BALLOT
3096	🗳	物体	呈现别名（不重复显示）	🗳️	Emoji·食物与活动 / 第 13 行	1f5f3.png	是	U+1F5F3	Objects	mail	unqualified	投票箱	BALLOT BOX WITH BALLOT
3097	✏️	物体	主网格	✏️	Emoji·旅行与物品 / 其他旅行与物品	270f.png	是	U+270F U+FE0F	Objects	writing	fully-qualified	铅笔	PENCIL
3098	✏	物体	呈现别名（不重复显示）	✏️	Emoji·旅行与物品 / 第 8 行	270f.png	是	U+270F	Objects	writing	unqualified	铅笔	PENCIL
3099	✒️	物体	主网格	✒️	Emoji·符号与旗帜 / 第 94 行	2712.png	是	U+2712 U+FE0F	Objects	writing	fully-qualified	钢笔尖	BLACK NIB
3100	✒	物体	呈现别名（不重复显示）	✒️	Emoji·符号与旗帜 / 第 100 行	2712.png	是	U+2712	Objects	writing	unqualified	钢笔尖	BLACK NIB
3101	🖋️	物体	主网格	🖋️	Emoji·旅行与物品 / 其他旅行与物品	1f58b.png	是	U+1F58B U+FE0F	Objects	writing	fully-qualified	钢笔	LOWER LEFT FOUNTAIN PEN
3102	🖋	物体	呈现别名（不重复显示）	🖋️	Emoji·旅行与物品 / 第 9 行	1f58b.png	是	U+1F58B	Objects	writing	unqualified	钢笔	LOWER LEFT FOUNTAIN PEN
3103	🖊️	物体	主网格	🖊️	Emoji·食物与活动 / 活动与娱乐	1f58a.png	是	U+1F58A U+FE0F	Objects	writing	fully-qualified	笔	LOWER LEFT BALLPOINT PEN
3104	🖊	物体	呈现别名（不重复显示）	🖊️	Emoji·食物与活动 / 第 13 行	1f58a.png	是	U+1F58A	Objects	writing	unqualified	笔	LOWER LEFT BALLPOINT PEN
3105	🖌️	物体	主网格	🖌️	Emoji·符号与旗帜 / 第 38 行	1f58c.png	是	U+1F58C U+FE0F	Objects	writing	fully-qualified	画笔	LOWER LEFT PAINTBRUSH
3106	🖌	物体	呈现别名（不重复显示）	🖌️	Emoji·符号与旗帜 / 第 86 行	1f58c.png	是	U+1F58C	Objects	writing	unqualified	画笔	LOWER LEFT PAINTBRUSH
3107	🖍️	物体	主网格	🖍️	Emoji·符号与旗帜 / 第 39 行	1f58d.png	是	U+1F58D U+FE0F	Objects	writing	fully-qualified	蜡笔	LOWER LEFT CRAYON
